,BaseLoad,P_EV,P_HP,P_WB
2024-01-03 19:15:00,2.6244092730589212,0.0,0.0,1.4
2024-01-03 19:30:00,2.061809273058921,0.0,0.0,2.8
2024-01-03 19:45:00,0.5630759397255878,2.8,0.0,1.8
2024-01-03 20:00:00,0.9628759397255878,6.066666666666666,0.0,0.0
2024-01-03 20:15:00,0.6715581932850068,0.0,0.0,0.0
2024-01-03 20:30:00,1.0071655002550048,0.0,0.0,1.4
2024-01-03 20:45:00,0.31640432833345067,0.0,0.0,1.6
2024-01-03 21:00:00,0.47207593972558776,0.0,0.0,0.0
2024-01-03 21:15:00,0.47207593972558776,0.0,0.0,0.0
2024-01-03 21:30:00,1.0051426063922544,0.0,0.0,1.6
2024-01-03 21:45:00,0.49425627509287484,0.0,0.0,0.2
2024-01-03 22:00:00,0.6518286963359373,0.0,0.0,0.0
2024-01-03 22:15:00,0.4927426063922545,0.0,0.0,0.0
2024-01-03 22:30:00,0.3510759397255878,0.0,0.0,2.0
2024-01-03 22:45:00,0.6176092730589211,0.0,0.0,2.0
2024-01-03 23:00:00,0.4117426063922545,0.0,0.0,1.8
2024-01-03 23:15:00,0.23814260639225446,0.0,0.0,0.0
2024-01-03 23:30:00,0.47774260639225447,0.0,0.0,0.0
2024-01-03 23:45:00,0.5158341818432564,0.0,0.8,0.0
2024-01-04 00:00:00,0.3300411414903116,0.0,0.0,0.0
2024-01-04 00:15:00,0.3510759397255878,0.0,0.0,0.0
2024-01-04 00:30:00,0.3510759397255878,0.0,0.0,0.4
2024-01-04 00:45:00,0.23814260639225446,0.0,0.0,0.8
2024-01-04 01:00:00,0.8011426063922544,0.0,0.0,0.0
2024-01-04 01:15:00,0.41061694582744906,0.0,0.0,1.2
2024-01-04 01:30:00,0.28378058596077715,0.0,0.0,1.6
2024-01-04 01:45:00,0.3199666666666666,0.0,0.0,0.0
2024-01-04 02:00:00,0.45323333333333327,0.0,0.0,0.0
2024-01-04 02:15:00,0.18669999999999998,0.0,0.0,2.0
2024-01-04 02:30:00,0.18669999999999998,0.0,0.0,2.8
2024-01-04 02:45:00,0.3260333333333333,0.0,0.0,1.8
2024-01-04 03:00:00,1.0303666666666667,0.0,0.0,1.0
2024-01-04 03:15:00,0.18669999999999998,0.0,0.0,0.0
2024-01-04 03:30:00,0.18669999999999998,0.0,0.0,0.0
2024-01-04 03:45:00,0.06909333333333333,0.0,0.8,0.0
2024-01-04 04:00:00,0.051,0.0,0.26666666666666666,0.0
2024-01-04 04:15:00,0.10166666666666666,0.0,2.933333333333333,1.0
2024-01-04 04:30:00,0.241,0.0,0.0,3.0
2024-01-04 04:45:00,0.127,0.0,0.0,0.4
2024-01-04 05:00:00,0.051,0.0,0.0,0.0
2024-01-04 05:15:00,0.5840666666666666,0.0,0.0,0.0
2024-01-04 05:30:00,0.051,0.0,0.0,0.0
2024-01-04 05:45:00,0.4508,0.0,0.0,0.6
2024-01-04 06:00:00,0.20299999999999999,0.0,0.0,0.4
2024-01-04 06:15:00,0.21566666666666665,0.0,0.0,1.8
