,WasherDryer,DishWasher,BaseLoad
2024-01-10 00:30:00,0.001,0.0,0.059666666666666666
2024-01-10 00:45:00,0.001,0.0,0.26799999999999996
2024-01-10 01:00:00,0.001,0.0,0.316
2024-01-10 01:15:00,0.001,0.0,0.08833333333333333
2024-01-10 01:30:00,0.001,0.0,0.08366666666666665
2024-01-10 01:45:00,0.001,0.0,0.1423333333333333
2024-01-10 02:00:00,0.001,0.0,0.047
2024-01-10 02:15:00,0.001,0.0,0.11033333333333334
2024-01-10 02:30:00,0.001,0.0,0.3816666666666667
2024-01-10 02:45:00,0.001,0.0,0.193
2024-01-10 03:00:00,0.001,0.0,0.08366666666666665
2024-01-10 03:15:00,0.001,0.0,0.1423333333333333
2024-01-10 03:30:00,0.001,0.0,0.047
2024-01-10 03:45:00,0.001,0.0,0.047
2024-01-10 04:00:00,0.001,0.0,0.26433333333333336
2024-01-10 04:15:00,0.001,0.0,0.361
2024-01-10 04:30:00,0.001,0.0,0.09633333333333334
2024-01-10 04:45:00,0.001,0.0,0.1423333333333333
2024-01-10 05:00:00,0.001,0.0,0.047
2024-01-10 05:15:00,0.001,0.0,0.047
2024-01-10 05:30:00,0.001,0.0,0.109
2024-01-10 05:45:00,0.001,0.0,0.36666666666666664
2024-01-10 06:00:00,0.001,0.0,0.246
2024-01-10 06:15:00,0.001,0.0,0.1423333333333333
2024-01-10 06:30:00,0.001,0.0,0.047
2024-01-10 06:45:00,0.001,0.0,0.0496
2024-01-10 07:00:00,0.001,0.0,0.6137333333333335
2024-01-10 07:15:00,0.001,0.0,0.24033333333333334
2024-01-10 07:30:00,0.001,0.0,0.3383333333333333
2024-01-10 07:45:00,0.001,0.0,0.25666666666666665
2024-01-10 08:00:00,0.001,0.0,0.0522
2024-01-10 08:15:00,0.001,0.0,0.047
2024-01-10 08:30:00,0.001,0.0,0.047
2024-01-10 08:45:00,0.001,0.0,0.18133333333333335
2024-01-10 09:00:00,0.001,0.0,0.25266666666666665
2024-01-10 09:15:00,0.001,0.0,0.3323333333333333
2024-01-10 09:30:00,0.001,0.0,0.09766666666666665
2024-01-10 09:45:00,0.001,0.0,0.4468
